# train_loss,train_accuracy
6.914618015289306641e-01,5.799999833106994629e-01
6.625026464462280273e-01,6.399999856948852539e-01
6.618387699127197266e-01,7.200000286102294922e-01
7.151614427566528320e-01,5.799999833106994629e-01
7.174631357192993164e-01,5.400000214576721191e-01
6.907655000686645508e-01,5.799999833106994629e-01
6.913267374038696289e-01,5.400000214576721191e-01
6.564822793006896973e-01,7.599999904632568359e-01
6.873860955238342285e-01,7.200000286102294922e-01
7.191472053527832031e-01,5.199999809265136719e-01
7.228125929832458496e-01,6.000000238418579102e-01
6.553769707679748535e-01,6.399999856948852539e-01
6.994683742523193359e-01,6.000000238418579102e-01
6.296005249023437500e-01,8.000000119209289551e-01
7.666105628013610840e-01,4.799999892711639404e-01
7.063127756118774414e-01,5.799999833106994629e-01
6.994271278381347656e-01,5.400000214576721191e-01
6.604918837547302246e-01,6.399999856948852539e-01
6.338042020797729492e-01,8.199999928474426270e-01
7.123281359672546387e-01,6.000000238418579102e-01
7.280991077423095703e-01,5.199999809265136719e-01
6.945988535881042480e-01,6.000000238418579102e-01
6.811786890029907227e-01,5.799999833106994629e-01
6.459848284721374512e-01,7.200000286102294922e-01
6.929378509521484375e-01,6.800000071525573730e-01
7.276887297630310059e-01,4.799999892711639404e-01
7.030493021011352539e-01,6.200000047683715820e-01
6.630284786224365234e-01,5.799999833106994629e-01
6.767584681510925293e-01,5.799999833106994629e-01
6.389866471290588379e-01,7.599999904632568359e-01
7.684557437896728516e-01,4.600000083446502686e-01
7.100508809089660645e-01,5.600000023841857910e-01
6.869892477989196777e-01,5.600000023841857910e-01
6.724808812141418457e-01,6.000000238418579102e-01
6.208795309066772461e-01,7.799999713897705078e-01
7.248079180717468262e-01,5.799999833106994629e-01
7.184325456619262695e-01,5.400000214576721191e-01
6.940881609916687012e-01,6.200000047683715820e-01
6.722735166549682617e-01,6.000000238418579102e-01
6.445313096046447754e-01,7.599999904632568359e-01
6.963616609573364258e-01,6.600000262260437012e-01
7.278392314910888672e-01,5.000000000000000000e-01
6.977219581604003906e-01,6.000000238418579102e-01
6.724634170532226562e-01,6.000000238418579102e-01
6.654521226882934570e-01,6.000000238418579102e-01
6.420072913169860840e-01,7.599999904632568359e-01
7.508524060249328613e-01,4.799999892711639404e-01
7.021037340164184570e-01,5.600000023841857910e-01
6.916402578353881836e-01,5.400000214576721191e-01
6.647648215293884277e-01,6.399999856948852539e-01
6.133984327316284180e-01,8.399999737739562988e-01
7.388066053390502930e-01,5.600000023841857910e-01
7.063857913017272949e-01,5.600000023841857910e-01
7.093818783760070801e-01,6.000000238418579102e-01
6.616396903991699219e-01,6.200000047683715820e-01
6.476848721504211426e-01,6.999999880790710449e-01
7.056294083595275879e-01,6.200000047683715820e-01
7.226810455322265625e-01,5.199999809265136719e-01
7.043195962905883789e-01,6.000000238418579102e-01
